participantId,assists,champLevel,combatPlayerScore,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,championId,highestAchievedSeasonTier,spell1Id,spell2Id,win,teamId,creepsPerMinDeltas,csDiffPerMinDeltas,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,goldPerMinDeltas,lane,role,xpDiffPerMinDeltas,xpPerMinDeltas,gameId
8,17,16,0,2752,835,24776,6,0,false,false,false,false,false,false,10207,8400,3050,3109,2055,3069,3117,1033,3364,1,2,812,16910,6404,10294,0,0,0,5406,799,9412,24199,8413,20985,1432,16,1883,1209,1278,412,DIAMOND,14,4,true,200,0.5 0.5 0.30000000000000004 0.4,0.20000000000000018 1.2 1.5999999999999994 5.7,-45.150000000000006 -9.450000000000045 -139.44999999999993 -112.69999999999993,201.2 380.6 770.1 994,187.39999999999998 265.29999999999995 218.7 263.2,BOTTOM,DUO_SUPPORT,22.94999999999999 99.79999999999998 -95.94999999999996 493.4,270.2 315.7 358 574.2,1493004261
9,12,17,0,8268,1294,8371,6,0,false,false,false,false,false,false,13402,11425,3020,3285,0,3135,3165,0,3363,1,5,916,147787,18397,7020,12,0,4,8642,683,10398,163564,20882,19747,4895,224,7135,1801,2328,134,DIAMOND,4,14,true,200,6.1 9.3 3.9000000000000004 4.8,,,356.1 425.9 608.5999999999999 1026.4,259.6 433.6 252.6 340,TOP,DUO,,374.6 609.8 305 703.6,1493004261
10,9,18,0,15883,4906,12855,3,1,false,false,false,false,false,false,19049,15975,3031,3086,3139,3006,3094,3095,3363,2,10,1255,10809,1709,6178,3,0,3,278219,22865,12283,299053,26512,19224,3300,378,10025,1938,763,498,CHALLENGER,4,7,true,200,7.800000000000001 10.7 9.2 15,0.20000000000000018 1.2 1.5999999999999994 5.7,-45.150000000000006 -9.450000000000045 -139.44999999999993 -112.69999999999993,318.6 446.59999999999997 749.8 421.4,265.3 412.6 477.5 782,BOTTOM,DUO_CARRY,22.94999999999999 99.79999999999998 -95.94999999999996 493.4,321.6 539.2 594.9000000000001 919.4,1494723387
1,6,9,0,0,0,3883,7,0,false,false,,,false,false,4691,4450,3098,3107,2031,0,3117,0,3364,0,0,418,9865,2256,2704,0,0,0,1477,350,6571,11343,2606,9293,7808,21,0,0,18,16,SILVER,3,4,false,100,0.8 1.3,-0.5999999999999999 -0.050000000000000044,-34.60000000000002 63.10000000000005,213.5 527.3,180.79999999999998 219.2,BOTTOM,DUO_SUPPORT,-48.699999999999974 -109.84999999999997,274.7 294.4,1494723387
2,1,11,0,51,51,4532,7,0,false,false,,,false,false,7632,7650,1055,3095,3006,3094,1042,0,3340,1,4,292,517,297,3100,1,0,1,64415,10470,8731,65109,10943,12597,1377,141,176,176,765,222,SILVER,4,7,false,100,6.1 7,-0.5999999999999999 -0.050000000000000044,-34.60000000000002 63.10000000000005,386.7 702.3,218.1 431.7,BOTTOM,DUO_CARRY,-48.699999999999974 -109.84999999999997,261.1 493.20000000000005,1494723387
3,3,12,0,7985,1972,5237,4,0,false,true,,,false,false,7875,7550,2055,3136,3020,3285,1026,0,3364,2,5,773,64853,8386,1114,4,0,0,6710,464,6211,76146,9545,8325,168,127,4582,694,999,90,BRONZE,4,14,false,100,5.7 6.1,-1.1999999999999993 -1.2999999999999994,-98.60000000000001 55.79999999999998,66.6 557.7,292.4 413.6,MIDDLE,SOLO,24.599999999999994 -113.89999999999998,453.3 417.1,1494723387
4,4,13,0,755,755,19074,1,0,false,false,,,false,false,6313,6275,3068,2033,3047,3076,3082,0,3340,0,1,1251,31888,3160,1922,0,0,0,41366,5112,11716,76005,8272,14524,2633,140,2750,0,885,14,UNRANKED,12,4,false,100,5.8 6.699999999999999,-0.19999999999999996 0.09999999999999964,-253.8 -31.900000000000006,257.8 917.2,256.9 275.9,TOP,SOLO,30 -3.5,444.1 491,1494723387
5,2,12,0,6167,0,12217,5,1,false,false,,,false,false,7149,6675,1412,3117,3071,0,0,0,3340,1,3,769,20177,1503,3123,80,0,71,67619,7392,16006,92915,9299,20836,4995,43,5118,404,1706,64,GOLD,4,11,false,100,1 3.3,0.9 0.19999999999999996,-1.5999999999999943 128.49999999999994,566.6 1192.3,339.29999999999995 283.70000000000005,JUNGLE,NONE,35.19999999999999 -224.7,368.9 422.5,1494723387
6,1,13,0,2691,2691,15339,3,0,false,false,,,false,false,7295,6475,1054,3071,3111,1031,1011,0,3340,0,3,512,697,657,3749,4,4,0,70119,4774,12514,72381,6996,16383,1362,134,1564,1564,120,86,SILVER,4,14,true,200,6 6.6,0.19999999999999996 -0.09999999999999964,253.8 31.900000000000006,511.6 949.1,223.8 379.79999999999995,TOP,SOLO,-30 3.5,414.1 494.5,1494723387
7,10,13,0,7444,4589,8891,2,1,false,false,,,false,false,11671,10300,3153,3140,3006,3071,1037,0,3340,3,10,488,6803,2451,3751,12,12,0,115856,25461,10626,127515,27912,15079,1145,173,4856,0,700,236,UNRANKED,12,4,true,200,7.699999999999999 7.8,0.5999999999999999 0.050000000000000044,34.60000000000002 -63.10000000000005,503.20000000000005 772,367.4 613,BOTTOM,DUO_CARRY,48.699999999999974 109.84999999999997,363.6 544.7,1494723387
8,14,12,0,2398,2398,2343,2,0,false,false,,,true,false,7410,6000,3504,3098,3801,3117,3114,0,3340,1,3,572,13202,5491,2437,0,0,0,1848,611,3998,15538,6591,6436,5394,11,488,488,0,267,SILVER,4,14,true,200,0.4 0.6000000000000001,0.5999999999999999 0.050000000000000044,34.60000000000002 -63.10000000000005,166.2 331.4,218.4 372.9,BOTTOM,DUO_SUPPORT,48.699999999999974 109.84999999999997,269.6 462.6,1494723387
9,0,13,0,1481,1339,6399,3,0,false,false,,,false,false,7283,6225,1082,2033,3285,1026,3020,0,3363,0,1,879,71194,1813,3265,8,0,8,12987,61,5318,86954,2102,8707,1014,152,2773,228,124,43,SILVER,4,14,true,200,6.8999999999999995 7.3999999999999995,1.1999999999999993 1.2999999999999994,98.60000000000001 -55.79999999999998,165.2 501.9,256 342.9,MIDDLE,SOLO,-24.599999999999994 113.89999999999998,428.70000000000005 531,1494723387
10,1,13,0,13932,1417,7920,3,2,false,false,,,false,false,9729,8750,1419,3006,3153,3086,1042,0,3364,2,7,408,2376,227,4169,116,4,77,100252,5764,13173,116558,8085,17672,6931,33,13930,2094,330,11,SILVER,4,11,true,200,0.1 3.1,-0.9 -0.19999999999999996,1.5999999999999943 -128.49999999999994,568.2 1063.8000000000002,250.6 577.2,JUNGLE,NONE,-35.19999999999999 224.7,333.70000000000005 647.2,1494752944
1,4,10,0,90,90,8743,8,1,false,false,,,false,false,7236,5500,3087,0,3006,0,0,0,2052,1,5,117,2494,872,5388,0,,,9351,3073,8444,11845,3945,14245,3059,16,0,0,412,23,UNRANKED,21,4,false,100,,,,,,NONE,DUO,,,1494752944
2,0,7,0,0,0,0,0,0,false,false,,,false,false,4315,0,0,0,0,0,0,0,2052,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,63,GOLD,4,21,false,100,,,,,,NONE,DUO,,,1494752944
3,2,10,0,0,0,2359,7,0,false,false,,,false,false,5351,4950,2419,3095,1053,3006,0,0,2052,0,2,128,71,71,4229,0,,,5113,2206,3776,5739,2566,8086,861,10,554,288,81,67,SILVER,7,4,false,100,,,,,,NONE,DUO,,,1494752944
4,6,11,0,0,0,6648,3,0,false,false,,,false,false,5776,5400,3029,3009,3211,1028,0,0,2052,0,3,350,16842,6147,5267,0,,,773,623,4773,17901,7056,10534,3407,11,285,285,493,79,SILVER,4,32,false,100,,,,,,NONE,DUO,,,1494752944
5,7,11,0,167,167,2459,5,0,false,false,,,false,false,5202,5083,3078,3020,2003,0,0,0,2052,0,0,186,14262,5139,3595,0,,,2295,752,3916,16557,5892,7620,1230,13,0,0,109,42,UNRANKED,7,4,false,100,,,,,,NONE,DUO,,,1494752944
6,14,11,0,939,939,2692,1,0,false,false,,,false,false,6791,5900,3008,3071,1001,0,0,0,2052,1,3,491,1059,658,2268,0,,,15656,4510,3545,16912,5365,5839,2248,24,196,196,24,126,UNRANKED,4,7,true,200,,,,,,NONE,DUO,,,1494752944
7,15,12,0,431,431,9678,2,1,false,true,,,true,false,7616,5950,3068,3047,3010,1033,2003,0,2052,1,6,311,18071,3370,2420,0,,,13361,4861,6239,33698,8681,8883,4163,40,2265,450,223,14,SILVER,4,32,true,200,,,,,,NONE,DUO,,,1494752944
8,9,11,0,623,623,2772,2,0,false,false,,,true,false,6756,5750,3071,2003,3134,3047,1036,0,2052,1,7,371,1146,518,2698,0,,,16610,7075,3165,17757,7593,6051,2355,19,0,0,188,80,GOLD,4,7,true,200,,,,,,NONE,DUO,,,1494752944
9,16,11,0,1316,1316,6010,3,0,false,false,,,true,false,7042,6500,3198,2031,3020,3073,3057,1027,2052,1,5,302,20224,11057,2698,0,,,5945,888,5246,30659,11946,7963,2318,21,4490,0,17,112,CHALLENGER,6,4,true,200,,,,,,NONE,DUO,,,1494752944
10,13,11,0,376,376,2096,2,0,false,false,,,false,false,5767,5700,3029,1058,2003,1001,2419,0,2052,1,2,350,5341,2875,2144,0,,,715,551,2032,6506,3877,4297,213,2,450,450,120,117,SILVER,4,14,true,200,,,,,,NONE,DUO,,,1495912806
1,3,13,0,5981,2994,10556,5,1,false,false,false,false,false,false,13591,13550,3155,3071,3153,3046,3006,1038,3363,3,8,666,5060,1613,10011,4,0,4,117119,21949,10014,123312,24247,20798,2986,215,1133,685,773,236,MASTER,4,7,false,100,7.1 10.2,,,231.20000000000002 791,244 656.6,BOTTOM,SOLO,,277.5 554.3,1495912806
2,10,11,0,1668,1073,8130,8,0,false,false,false,false,true,false,7420,6600,2055,3092,3157,0,3117,0,3364,0,1,363,20682,6336,12163,0,0,0,3991,511,5449,27618,7311,17849,1249,26,2945,464,237,25,CHALLENGER,14,4,false,100,0.2 0.8999999999999999,,,271.1 640.2,153.3 337.1,MIDDLE,DUO_SUPPORT,,224 374.6,1495912806
3,8,15,0,29022,1338,32243,7,0,false,false,false,false,false,true,11592,10380,1039,3071,3047,3155,3194,3052,3364,3,7,519,5226,0,11430,145,21,90,140966,12169,19275,182367,17797,31593,8773,22,36174,5627,887,2,CHALLENGER,11,6,false,100,0.3 1.4000000000000001,-2.7755575615628914e-17 0.4,87.10000000000002 278.8,744.8 1100.7,363.3 488.8,JUNGLE,NONE,80.1 -11,428.5 572,1495912806
4,6,14,0,3352,1574,7805,3,0,false,true,false,false,true,false,9949,9725,1082,3916,2033,3111,3102,3285,3363,1,2,1192,109303,9958,5808,4,0,4,12861,1225,5006,123734,11262,10864,1454,205,1570,78,50,134,DIAMOND,4,1,false,100,8.4 8.7,,,151.6 408.5,308.8 421.29999999999995,MIDDLE,DUO_CARRY,,451.4 535.5,1495912806
5,4,15,0,11407,2387,34932,6,0,false,false,false,false,false,false,9993,9220,1054,3194,3065,1031,3751,3111,3340,0,2,621,67826,8730,13206,8,0,0,49634,4556,19926,120803,13360,34257,8323,212,3343,73,1124,36,CHALLENGER,4,12,false,100,7 10,-0.2999999999999998 2.1000000000000005,130.6 -215.39999999999998,558.1 732.7,268.8 405,TOP,SOLO,-49.599999999999966 42.20000000000002,415.5 587.3,1495912806
6,11,15,0,19454,5862,13528,6,0,false,false,true,false,false,false,10809,8925,2031,3157,3916,1414,1082,3111,3364,1,6,514,94877,8855,5271,113,15,83,25264,1300,15487,129031,10785,22487,7841,15,8890,630,1728,60,CHALLENGER,11,4,true,200,0.30000000000000004 1,2.7755575615628914e-17 -0.4,-87.10000000000002 -278.8,657.7 821.9,305.4 369.7,JUNGLE,NONE,-80.1 11,348.4 583,1495912806
7,6,16,0,4551,4353,17768,2,4,false,false,false,true,false,false,15341,12850,3057,3040,3111,3027,3135,3041,3363,2,13,692,127121,21750,7218,4,0,4,25694,3094,15310,157563,25170,23971,12615,257,4747,326,1443,38,CHALLENGER,12,4,true,200,8.100000000000001 8.8,,,346.2 724.1,284.4 491.2,BOTTOM,DUO,,480.79999999999995 519.2,1495912806
8,14,13,0,3093,1557,6595,4,0,false,false,true,false,false,false,8311,6900,3092,3158,3109,3113,2055,1004,3364,0,2,628,18020,5894,3603,0,0,0,3115,935,6983,22358,8053,11751,1881,14,1223,1223,1164,43,UNRANKED,4,14,true,200,0.2 0.8,,,184.3 618.5999999999999,137.5 263.5,BOTTOM,DUO_SUPPORT,,240.7 225.60000000000002,1495912806
9,16,16,0,3223,1500,31901,6,0,false,false,true,false,false,false,10438,9875,3800,2033,3111,3025,3083,0,3340,0,1,419,35272,9242,9301,4,0,4,64160,9153,11808,105993,18395,22995,1619,183,6560,0,1885,516,CHALLENGER,4,12,true,200,7.3 7.8999999999999995,0.2999999999999998 -2.1000000000000005,-130.6 215.39999999999998,427.5 948.0999999999999,267.5 344.6,TOP,SOLO,49.599999999999966 -42.20000000000002,465.09999999999997 545.1,1495912806
10,13,15,0,17562,8265,11136,2,1,false,false,true,false,false,false,13710,12175,0,3124,3085,3006,1038,3095,3363,1,7,894,20891,5083,2715,28,0,17,135556,18451,11265,159125,24427,14688,3738,211,2678,892,706,145,CHALLENGER,7,4,true,200,8 7,,,181.89999999999998 576.8,291.8 379.1,BOTTOM,DUO,,306.2 490.7,1495962759
1,7,13,0,1526,1526,4133,4,0,false,false,false,false,false,false,7421,6500,2033,3285,3916,1082,3020,0,3340,1,3,368,47071,7490,4718,2,0,2,13582,1679,5366,69708,10543,10234,1449,113,9054,1373,148,142,DIAMOND,4,14,true,100,5.300000000000001 5.7,,,319.2 694.3,222.2 444.1,MIDDLE,SOLO,,393.8 585.1,1495962759
2,5,13,0,7193,6274,5482,4,2,false,true,false,false,false,true,11696,11895,3157,3115,3006,3124,2055,1052,3340,2,8,717,34013,6435,3342,20,12,5,69938,8196,7573,105145,14879,11639,3504,151,1193,247,723,145,CHALLENGER,7,4,true,100,7.6000000000000005 7.5,,,293.2 870.7,430.5 670.4,BOTTOM,DUO_CARRY,,387.1 677.4000000000001,1495962759
3,15,13,0,7460,2421,7548,3,1,false,false,false,false,false,false,7549,5625,3097,3071,3117,1036,1036,0,3340,1,4,563,259,259,3900,0,0,0,26417,4732,7115,35565,7124,11945,5912,47,8888,2132,929,555,DIAMOND,4,14,true,100,1.5 2.9000000000000004,,,327.8 732.2,169.6 456.7,BOTTOM,DUO_SUPPORT,,233.89999999999998 651.9000000000001,1495962759
4,6,14,0,18020,2404,9769,0,0,false,false,false,false,false,false,10078,6750,1412,2031,3147,1001,1036,1036,3340,1,7,0,4399,432,5519,119,30,63,118617,8009,14492,130447,9707,20163,12328,32,7429,1265,151,56,PLATINUM,11,4,true,100,0 2,-1.8 -2.7,312.70000000000005 234.60000000000002,731.5 1103.1,290.1 561.5,JUNGLE,NONE,104.2 103.60000000000002,374.1 719,1495962759
5,5,14,0,11069,1941,24865,2,1,false,false,false,false,false,false,9568,8825,2033,1055,3071,3047,3022,1053,3340,2,9,693,390,390,3255,25,12,0,102095,12708,13832,107502,15281,17116,1250,108,5016,2181,28,6,UNRANKED,4,14,true,100,3.5999999999999996 7.2,,,595.1 854.1,300.8 587.3,TOP,SOLO,,509.5 708.5,1495962759
6,2,12,0,574,0,10031,7,1,false,false,false,false,false,false,8230,6150,1412,2031,3047,3133,3134,0,3340,1,6,369,0,0,2054,17,0,15,46202,4613,10216,47859,5138,12873,1195,65,1657,525,601,92,PLATINUM,4,11,false,200,1.8 4.7,1.8 2.7,-312.70000000000005 -234.60000000000002,418.8 868.5,224.8 536.9,JUNGLE,NONE,-104.2 -103.60000000000002,269.9 615.4,1495962759
7,0,2,0,0,0,609,1,0,false,false,false,false,false,false,2977,500,1055,2003,0,0,0,0,3340,0,0,177,0,0,215,0,0,0,1577,342,606,1577,342,863,157,5,0,0,42,51,DIAMOND,4,7,false,200,0.5 0,,,86.3 0,114.1 122.4,TOP,DUO_CARRY,,37 0,1495962759
8,0,13,0,7199,4149,36724,12,0,false,false,false,false,false,false,6639,6050,3047,3512,3751,1031,1028,0,3340,0,1,138,30883,2898,4547,4,4,0,78023,8637,23271,110763,11536,31423,22083,159,1856,0,3603,14,GOLD,12,4,false,200,5.7 8.9,,,772.5 2043,300.3 281.4,MIDDLE,DUO,,484.7 523.2,1495962759
9,2,13,0,1044,1044,11959,8,0,false,false,false,false,false,false,7417,6750,1056,3020,3027,3802,1026,0,3363,1,5,510,80786,13126,6764,4,0,4,8607,1478,12017,90569,15781,20281,2166,134,1176,1176,1499,127,DIAMOND,14,4,false,200,6.5 6.800000000000001,,,435.4 1360,346.3 332.79999999999995,MIDDLE,DUO,,481.9 549.4,1495962759
10,2,9,0,0,0,4204,5,0,false,false,false,false,false,false,3386,2850,2424,3098,3111,3067,0,0,3340,0,0,997,1135,423,1480,0,0,0,426,193,3127,1841,897,6060,62,2,280,280,1453,497,GOLD,14,4,false,200,0 0.2,,,0 462.8,105 163.3,TOP,DUO_SUPPORT,,0 481.8,1496023282
1,19,15,0,4194,3149,4770,9,0,false,false,false,false,false,false,10266,8100,3742,3009,1033,3098,3040,0,3364,0,1,385,71924,10602,6085,0,0,0,2617,959,8467,74541,11561,15448,1216,67,0,0,895,45,GOLD,4,3,true,100,0.5 1.6 2.4000000000000004,,,274.5 560.9 658.4,134.3 270.2 393.6,BOTTOM,DUO_SUPPORT,,229.7 403.9 592.2,1496023282
2,12,18,0,33228,6634,19900,5,4,false,true,false,false,false,false,20621,19600,3156,3142,3071,3117,1400,3147,3340,4,22,611,5039,2322,8992,111,12,79,213630,33595,31775,234819,37853,42597,21308,126,16148,1936,1828,121,UNRANKED,4,11,true,100,1.5 5.1 5.5,,,687.9000000000001 1166 2012.2,383.5 622.8 783.5,JUNGLE,NONE,,463.1 647.4000000000001 757.8,1496023282
3,11,16,0,6391,6391,4036,5,1,false,false,false,false,false,false,12475,9363,3078,3144,3042,3158,2055,0,3340,2,5,495,18614,5959,6380,11,0,7,103777,12055,8081,126762,18149,15497,2084,156,4370,135,1036,81,GOLD,4,7,true,100,4.1 5.5 4.8,,,312.5 368.5 632.4000000000001,196.8 398.7 362.70000000000005,BOTTOM,DUO_CARRY,,219.6 445.09999999999997 539.2,1496023282
4,11,16,0,5991,1439,7632,10,3,false,false,false,false,false,false,12028,8150,3040,3116,3136,1026,0,0,3340,2,8,547,109969,24456,6126,20,12,4,5055,315,13879,120024,24771,22218,4973,142,5000,0,2212,69,PLATINUM,4,6,true,100,3.4 4.8 6,-1.2000000000000002 0.19999999999999996 3.8,-330.09999999999997 -133.50000000000006 -386.79999999999995,138 844.5999999999999 875.4,162.6 261.5 501.7,MIDDLE,SOLO,-111.6 -72.1 333.59999999999997,245.4 357.1 694.5999999999999,1496023282
5,11,17,0,6928,987,34606,9,0,false,false,false,false,false,false,12541,11100,3800,3142,3111,3742,3076,1029,3340,3,10,377,4566,2210,5320,8,0,4,114094,13655,20455,122833,20038,28558,0,139,4172,4172,2782,86,UNRANKED,4,14,true,100,5 3.6 4.8,,,364.29999999999995 1023.6 1350.9,262.3 393.5 447.3,JUNGLE,NONE,,445.20000000000005 415.7 757.8,1496023282
6,6,14,0,21553,14246,9622,9,2,false,false,false,true,true,false,14859,14475,3142,3095,3094,3047,3147,1038,3363,4,14,485,1451,951,3399,20,4,4,139459,35148,20424,146236,36212,25467,4749,195,5325,112,1642,21,DIAMOND,4,7,false,200,9 6.6 3.9,,,340.6 672.7 1135.3000000000002,351.4 603.2 458,BOTTOM,DUO,,335.6 539.5999999999999 323.3,1496023282
7,17,16,0,2566,2566,10776,10,0,false,false,true,false,false,true,14474,14450,3285,2033,3089,3165,3020,1026,3340,2,10,712,119515,21014,9768,13,0,13,14304,1424,17381,146527,27093,29454,5216,179,12706,4654,2305,142,CHALLENGER,14,4,false,200,7.3 3.4 7.2,,,236.3 941.2 1485.4,395.7 490.1 488.2,BOTTOM,DUO,,511.9 483.9 477.29999999999995,1496023282
8,12,13,0,567,467,46999,9,0,false,false,true,false,true,false,8704,8625,3097,3143,3050,3117,3105,1033,3364,0,2,481,14301,5467,12057,3,3,0,10853,1094,17581,33048,8048,30085,9910,56,7893,1487,447,12,DIAMOND,4,14,false,200,1.5 1.4 1.9,,,579.8 723.2 1125.4,209.89999999999998 302.79999999999995 271.3,BOTTOM,DUO_SUPPORT,,326.9 284.1 433.9,1496023282
9,6,15,0,21719,1314,19536,8,0,false,false,true,false,false,false,11507,11343,3748,0,1413,3047,3078,1029,3340,1,4,413,31651,3208,12104,118,11,81,115277,8853,18495,154624,12962,30938,7720,45,7694,900,339,24,PLATINUM,11,4,false,200,0.6 1.1 2.5,,,614.9 661 1209.9,242.1 417.4 412.2,JUNGLE,NONE,,287.9 515.8 528.9,1496023282
10,5,14,0,2822,1158,32660,10,0,false,false,false,false,false,false,11334,11250,2033,3047,3071,1053,3022,3133,3364,2,8,367,337,337,10677,8,4,0,86363,11337,21172,88734,13276,33359,458,119,2033,1601,1509,6,UNRANKED,4,14,false,200,4.6 4.6 2.2,1.2000000000000002 -0.19999999999999996 -3.8,330.09999999999997 133.50000000000006 386.79999999999995,468.09999999999997 978.1 1262.1999999999998,211.3 422.4 418.6,MIDDLE,SOLO,111.6 72.1 -333.59999999999997,357 429.2 361,1496088444
1,0,8,0,543,543,3775,3,0,false,false,false,false,false,false,3634,3075,2033,1056,3113,1058,0,0,3340,0,1,317,22747,2978,2829,0,0,0,5895,244,2372,28959,3540,5423,0,56,317,317,221,131,DIAMOND,4,14,false,100,5.2,-0.6600000000000001,118.92000000000004,385.29999999999995,228.5,NONE,DUO_SUPPORT,-54.16,418.7,1496088444
2,3,8,0,0,0,7844,5,0,false,false,false,false,false,false,4277,4050,3401,2003,3024,3117,1029,0,3340,1,2,290,6210,3084,3227,4,0,4,2988,729,6467,13698,3957,9771,2232,24,4499,144,76,12,DIAMOND,14,4,false,100,1.2,-0.6600000000000001,118.92000000000004,437.8,170,NONE,DUO_SUPPORT,-54.16,211.4,1496088444
3,2,10,0,8124,0,10981,3,0,false,false,false,false,false,false,4913,3675,2031,1402,0,3009,0,0,3340,0,0,327,42103,1420,2566,62,2,48,25967,762,11466,71703,2600,15028,6502,32,3632,418,995,77,DIAMOND,4,11,false,100,0.3,-0.6600000000000001,118.92000000000004,711,245.5,NONE,DUO_SUPPORT,-54.16,320.6,1496088444
4,0,9,0,0,0,4731,2,0,false,false,false,false,false,false,4447,2425,1054,1001,3044,2055,1029,0,3340,0,1,560,408,408,1767,0,0,0,22131,1294,5312,22613,1776,7203,579,73,73,73,124,86,GOLD,12,4,false,100,6.6,-0.6600000000000001,118.92000000000004,423.9,243.6,NONE,DUO_SUPPORT,-54.16,425.70000000000005,1496088444
5,0,8,0,1313,1313,960,2,0,false,false,false,false,false,false,4706,4025,3057,1055,2010,2422,3004,0,3340,0,1,331,6021,196,787,0,0,0,22376,2418,2579,31423,2641,3412,144,85,3026,26,46,81,PLATINUM,7,4,false,100,5.9,-0.6600000000000001,118.92000000000004,341.20000000000005,292.4,NONE,DUO_SUPPORT,-54.16,324.1,1496088444
6,2,10,0,4592,4592,1882,1,0,false,false,true,false,false,false,6457,6085,2033,3285,2010,1026,3020,1052,3340,1,3,281,22748,5178,3610,0,0,0,8871,644,1994,33408,5972,5981,0,88,1789,149,377,7,DIAMOND,4,14,true,200,7,0.6600000000000001,-118.92000000000004,383.1,291.29999999999995,NONE,DUO_SUPPORT,54.16,491.9,1496088444
7,5,10,0,11219,11219,2985,2,1,false,true,true,false,true,false,8638,6925,3144,3006,2031,3124,1055,1042,3340,2,4,601,7756,1931,1022,4,4,0,73679,8242,5553,83035,10174,6649,415,135,1600,0,73,110,CHALLENGER,7,4,true,200,7.4,0.6600000000000001,-118.92000000000004,312.9,439.9,NONE,DUO_SUPPORT,54.16,384.4,1496088444
8,9,8,0,6110,6110,6207,1,0,false,false,false,false,false,true,6140,5275,2423,3097,3117,2003,3109,1011,3364,1,2,895,8159,3229,2139,0,0,0,10162,1127,5884,21091,4497,8225,1968,20,2769,141,201,223,DIAMOND,4,14,true,200,1.4,0.6600000000000001,-118.92000000000004,332.5,278.6,NONE,DUO_SUPPORT,54.16,258.2,1496088444
9,3,10,0,2357,287,4017,0,0,false,false,false,true,false,false,7140,2775,1412,2031,0,0,0,0,3340,1,3,0,1932,195,2081,90,8,53,71209,3795,6555,75943,4263,8693,5648,13,2802,272,56,56,PLATINUM,11,4,true,200,0.4,0.6600000000000001,-118.92000000000004,499.20000000000005,326.7,NONE,DUO_SUPPORT,54.16,382.3,1496088444
10,0,11,0,2393,2393,6818,1,0,false,false,false,false,false,false,6390,6025,2033,3071,3052,0,1055,3047,3340,1,3,931,74,74,994,4,4,0,47793,3621,4900,50382,4596,6166,239,114,2514,900,271,6,UNRANKED,4,14,true,200,6.3,0.6600000000000001,-118.92000000000004,176.9,280.1,NONE,DUO_SUPPORT,54.16,454.5,1496658532
1,3,16,0,313,0,9036,6,1,false,true,false,false,false,false,13308,11610,3152,3089,1052,3020,0,3907,3340,4,10,441,156531,25582,4302,4,0,0,14802,772,20285,178018,27035,25235,20858,231,6685,680,647,8,DIAMOND,4,14,false,100,7.1 9.6,,,520.6 678.1,304 536.3,MIDDLE,SOLO,,414.7 602.8,1496658532
2,3,13,0,3219,489,7157,7,0,false,false,false,false,false,false,9015,8900,3077,3142,3147,0,1041,3006,3364,1,5,426,9809,2186,4772,88,8,68,84808,7832,14987,103681,10738,20276,4283,27,9064,720,516,35,MASTER,11,14,false,100,0.6 0.9,,,543.2 695.1,234.7 394.9,JUNGLE,NONE,,344.2 444.20000000000005,1496658532
